Id,Label
RM1,"K. Navas"
RM2,"Daniel Carvajal"
RM6,"Nacho"
RM4,"Sergio Ramos"
RM12,"Marcelo"
RM10,"L. Modrić"
RM14,"Casemiro"
RM8,"T. Kroos"
RM22,"Isco"
RM11,"G. Bale"
RM9,"K. Benzema"
