Id,Label
DLC13,"Rubén"
DLC2,"Juanfran"
DLC24,"F. Schär"
DLC12,"Sidnei"
DLC16,"Luisinho"
DLC9,"Fede Cartabia"
DLC20,"Guilherme"
DLC5,"Pedro Mosquera"
DLC18,"Z. Bakkali"
DLC22,"C. Borges"
DLC10,"F. Andone"
DLC21,"Bruno Gama"
