Id,Label
AM13,"J. Oblak"
AM20,"Juanfran"
AM15,"S. Savić"
AM2,"D. Godín"
AM19,"L. Hernández"
AM11,"Á. Correa"
AM5,"Thomas"
AM14,"Gabi"
AM8,"Saúl"
AM6,"Koke"
AM7,"A. Griezmann"
AM10,"Y. Carrasco"
