Id,Label
BARC1,"M. ter Stegen"
BARC20,"Sergi Roberto"
BARC14,"J. Mascherano"
BARC23,"S. Umtiti"
BARC19,"L. Digne"
BARC16,"Deulofeu"
BARC4,"I. Rakitić"
BARC5,"Sergio Busquets"
BARC8,"Iniesta"
BARC10,"L. Messi"
BARC9,"L. Suárez"


