Id,Label
DLC13,"Rubén"
DLC2,"Juanfran"
DLC24,"F. Schär"
DLC12,"Sidnei"
DLC3,"Fernando Navarro"
DLC11,"Carles Gil"
DLC20,"Guilherme"
DLC22,"C. Borges"
DLC15,"Adrián López"
DLC8,"E. Çolak"
DLC7,"Lucas Pérez"
DLC18,"Z. Bakkali"
DLC17,"F. Valverde"
