Id,Label
BARC1,"M. ter Stegen"
BARC20,"Sergi Roberto"
BARC3,"Piqué"
BARC25,"T. Vermaelen"
BARC18,"Jordi Alba"
BARC8,"Iniesta"
BARC4,"I. Rakitić"
BARC15,"Paulinho"
BARC10,"L. Messi"
BARC9,"L. Suárez"
BARC22,"Aleix Vidal"
BARC21,"André Gomes"
