Id,Label
AM13,"J. Oblak"
AM20,"Juanfran"
AM15,"S. Savić"
AM2,"D. Godín"
AM19,"L. Hernández"
AM5,"Thomas"
AM14,"Gabi"
AM12,"A. Fernández"
AM8,"Saúl"
AM7,"A. Griezmann"
AM11,"Á. Correa"
AM21,"K. Gameiro"
AM22,"N. Gaitán"
