Id,Label
DLC25,"C. Pantilimon"
DLC2,"Juanfran"
DLC24,"F. Schär"
DLC12,"Sidnei"
DLC16,"Luisinho"
DLC20,"Guilherme"
DLC9,"Fede Cartabia"
DLC22,"C. Borges"
DLC17,"F. Valverde"
DLC18,"Z. Bakkali"
DLC7,"Lucas Pérez"
