Id,Label
AM13,"J. Oblak"
AM20,"Juanfran"
AM2,"D. Godín"
AM19,"L. Hernández"
AM3,"Filipe Luis"
AM8,"Saúl"
AM14,"Gabi"
AM5,"Thomas"
AM6,"Koke"
AM7,"A. Griezmann"
AM11,"Á. Correa"
AM10,"Y. Carrasco"
