Id,Label
MAL1,"Roberto"
MAL18,"R. Rosales"
MAL4,"Luis Hernández"
MAL3,"Diego González"
MAL15,"F. Ricca"
MAL14,"Recio"
MAL5,"E. Rolón"
MAL8,"Adrián"
MAL28,"Álex Mula"
MAL9,"Borja Bastón"
MAL11,"Chory Castro"
MAL10,"Juanpi"
