Id,Label
MAL1,"Roberto"
MAL18,"R. Rosales"
MAL4,"Luis Hernández"
MAL3,"Diego González"
MAL7,"Juankar"
MAL20,"Keko"
MAL14,"Recio"
MAL8,"Adrián"
MAL11,"Chory Castro"
MAL24,"D. Rolán"
MAL16,"A. Peñaranda"
MAL22,"P. Baysse"
MAL9,"Borja Bastón"
