Id,Label
RM13,"Kiko Casilla"
RM2,"Daniel Carvajal"
RM3,"Jesús Vallejo"
RM5,"R. Varane"
RM12,"Marcelo"
RM14,"Casemiro"
RM17,"Lucas Vázquez"
RM22,"Isco"
RM8,"T. Kroos"
RM9,"K. Benzema"
RM7,"Cristiano Ronaldo"
RM10,"L. Modrić"
