Id,Label
BARC1,"M. ter Stegen"
BARC20,"Sergi Roberto"
BARC3,"Piqué"
BARC14,"J. Mascherano"
BARC18,"Jordi Alba"
BARC22,"Aleix Vidal"
BARC15,"Paulinho"
BARC5,"Sergio Busquets"
BARC6,"Denis Suárez"
BARC10,"L. Messi"
BARC9,"L. Suárez"
BARC8,"Iniesta"
BARC4,"I. Rakitić"
