Id,Label
RM13,"Kiko Casilla"
RM6,"Nacho"
RM3,"Jesús Vallejo"
RM4,"Sergio Ramos"
RM12,"Marcelo"
RM20,"Marco Asensio"
RM14,"Casemiro"
RM8,"T. Kroos"
RM22,"Isco"
RM9,"K. Benzema"
RM7,"Cristiano Ronaldo"
