Id,Label
AM13,"J. Oblak"
AM20,"Juanfran"
AM15,"S. Savić"
AM2,"D. Godín"
AM3,"Filipe Luis"
AM6,"Koke"
AM14,"Gabi"
AM8,"Saúl"
AM10,"Y. Carrasco"
AM11,"Á. Correa"
AM7,"A. Griezmann"
AM22,"N. Gaitán"
