Id,Label
BARC1,"M. ter Stegen"
BARC2,"Nélson Semedo"
BARC3,"Piqué"
BARC23,"S. Umtiti"
BARC18,"Jordi Alba"
BARC21,"André Gomes"
BARC4,"I. Rakitić"
BARC5,"Sergio Busquets"
BARC8,"Iniesta"
BARC10,"L. Messi"
BARC9,"L. Suárez"
BARC20,"Sergi Roberto"
BARC16,"Deulofeu"
